CUSTOMER_CODE,FIRSTNAME,LASTNAME,INVOICE_CODE,AMOUNT,DATE,ITEM_CODE,QUANTITY
,Maurizio,Moroni,10416,87.6,05/10/05 0:00,S24_2000,32
,Jytte,Petersen,10105,100,02/11/03 0:00,S24_2011,43
,Eric,Natividad,10117,100,4/16/2003 0:00,S24_2011,41
,Ann,Brown,10129,100,06/12/03 0:00,S24_2011,45
,Valarie,Nelson,10142,100,08/08/03 0:00,S24_2011,33
,Diego,Freyre,10153,100,9/28/2003 0:00,S24_2011,40
,Maria,Larsson,10167,100,10/23/2003 0:00,S24_2011,33
,Jesus,Fernandez,10177,100,11/07/03 0:00,S24_2011,50
,Wing C,Tam,10185,100,11/14/2003 0:00,S24_2011,30
,Eduardo,Saavedra,10197,100,11/26/2003 0:00,S24_2011,41
,Mary,Saveley,10208,100,01/02/04 0:00,S24_2011,35
,Catherine,Dewey,10221,100,2/18/2004 0:00,S24_2011,49
,Helen,Bennett,10232,100,3/20/2004 0:00,S24_2011,46
,Kwai,Yu,10248,100,05/07/04 0:00,S24_2011,48
,Jean,Fresnisre,10261,100,6/17/2004 0:00,S24_2011,36
,Catherine,Dewey,10273,100,7/21/2004 0:00,S24_2011,22
,Elizabeth,Lincoln,10283,100,8/20/2004 0:00,S24_2011,42
,Paolo,Accorti,10293,100,09/09/04 0:00,S24_2011,21
,Victoria,Ashworth,10306,100,10/14/2004 0:00,S24_2011,29
,Janine,Labrune,10315,100,10/29/2004 0:00,S24_2011,35
,Christina,Berglund,10326,100,11/09/04 0:00,S24_2011,41
,Maria,Hernandez,10337,71.97,11/21/2004 0:00,S24_2011,29
,Diego,Freyre,10350,50.33,12/02/04 0:00,S24_2011,34
,Akiko,Shimamura,10372,100,1/26/2005 0:00,S24_2011,37
,Julie,Brown,10384,80.54,2/23/2005 0:00,S24_2011,28
,Valarie,Nelson,10396,100,3/23/2005 0:00,S24_2011,49
,Juri,Yoshido,10414,100,05/06/05 0:00,S24_2011,23
,Roland,Keitel,10101,53.76,01/09/03 0:00,S24_2022,46
,Victoria,Ashworth,10110,44.35,3/18/2003 0:00,S24_2022,39
,Sue,King,10124,45.25,5/21/2003 0:00,S24_2022,22
,Sue,Taylor,10149,49.28,09/12/03 0:00,S24_2022,49
,Julie,Brown,10162,36.29,10/18/2003 0:00,S24_2022,43
,Giovanni,Rovelli,10173,41.22,11/05/03 0:00,S24_2022,27
,Valarie,Nelson,10182,36.74,11/12/03 0:00,S24_2022,31
,Sean,Connery,10193,50.62,11/21/2003 0:00,S24_2022,20
,Diego,Freyre,10205,38.08,12/03/03 0:00,S24_2022,24
,Mart¡n,Sommer,10214,47.94,1/26/2004 0:00,S24_2022,49
,Mary,Saveley,10227,48.38,03/02/04 0:00,S24_2022,24
,Diego,Freyre,10244,45.25,4/29/2004 0:00,S24_2022,39
,Frederique,Citeaux,10255,45.7,06/04/04 0:00,S24_2022,37
,Paolo,Accorti,10280,47.49,8/17/2004 0:00,S24_2022,45
,Veysel,Oeztan,10289,48.38,09/03/04 0:00,S24_2022,45
,Daniel,Tonini,10304,39.42,10/11/04 0:00,S24_2022,44
,Valarie,Nelson,10312,37.63,10/21/2004 0:00,S24_2022,23
,Valarie,Young,10322,100,11/04/04 0:00,S24_2022,30
,Victoria,Ashworth,10332,85.52,11/17/2004 0:00,S24_2022,26
,Carine,Schmitt,10345,53.76,11/25/2004 0:00,S24_2022,43
,Daniel,Da Cunha,10356,31.86,12/09/04 0:00,S24_2022,26
,Julie,Young,10367,30.59,01/12/05 0:00,S24_2022,28
,Diego,Freyre,10380,68.35,2/16/2005 0:00,S24_2022,27
,Anna,O'Hara,10391,100,03/09/05 0:00,S24_2022,24
,Valarie,Nelson,10421,45.7,5/29/2005 0:00,S24_2022,40
,Jonas,Bergulfsen,10103,100,1/29/2003 0:00,S24_2300,36
,Marie,Bertrand,10114,100,04/01/03 0:00,S24_2300,21
,Mart¡n,Sommer,10126,100,5/28/2003 0:00,S24_2300,27
,Juri,Hirano,10140,100,7/24/2003 0:00,S24_2300,47
,Pirkko,Koskitalo,10151,100,9/21/2003 0:00,S24_2300,42
,Eric,Natividad,10165,100,10/22/2003 0:00,S24_2300,32
,Ann,Brown,10175,100,11/06/03 0:00,S24_2300,28
,Jose Pedro,Roel,10184,100,11/14/2003 0:00,S24_2300,24
,Mary,Saveley,10194,100,11/25/2003 0:00,S24_2300,49
,Valarie,Franco,10207,100,12/09/03 0:00,S24_2300,46
,Wendy,Victorino,10217,100,02/04/04 0:00,S24_2300,28
,Valarie,Nelson,10229,100,03/11/04 0:00,S24_2300,48
,Diego,Freyre,10246,100,05/05/04 0:00,S24_2300,29
,Wendy,Victorino,10259,100,6/15/2004 0:00,S24_2300,47
,Valarie,Nelson,10271,100,7/20/2004 0:00,S24_2300,43
,Kyung,Yu,10281,100,8/19/2004 0:00,S24_2300,25
,Maria,Larsson,10291,100,09/08/04 0:00,S24_2300,48
,Marta,Hernandez,10305,100,10/13/2004 0:00,S24_2300,24
,Yoshi,Tannamuri,10313,100,10/22/2004 0:00,S24_2300,42
,Michael,Frick,10324,100,11/05/04 0:00,S24_2300,31
,Christina,Berglund,10334,100,11/19/2004 0:00,S24_2300,42
,Mart¡n,Sommer,10348,100,11/01/04 0:00,S24_2300,37
,Diego,Freyre,10358,100,12/10/04 0:00,S24_2300,41
,Valarie,Nelson,10371,100,1/23/2005 0:00,S24_2300,20
,Valarie,Nelson,10382,100,2/17/2005 0:00,S24_2300,20
,Diego,Freyre,10412,100,05/03/05 0:00,S24_2300,70
,Janine,Labrune,10425,100,5/31/2005 0:00,S24_2300,49
,Arnold,Cruz,10108,58.87,03/03/03 0:00,S24_2360,35
,Paul,Henriot,10121,76.88,05/07/03 0:00,S24_2360,32
,Valarie,Nelson,10135,61.64,07/02/03 0:00,S24_2360,29
,Julie,Young,10145,60.95,8/25/2003 0:00,S24_2360,27
,Julie,Brown,10159,80.34,10/10/03 0:00,S24_2360,27
,Anna,O'Hara,10169,74.11,11/04/03 0:00,S24_2360,38
,Martine,Rance,10180,72.03,11/11/03 0:00,S24_2360,35
,Diego,Freyre,10190,76.19,11/19/2003 0:00,S24_2360,42
,Dominique,Perrier,10211,63.72,1/15/2004 0:00,S24_2360,21
,Martine,Rance,10224,80.34,2/21/2004 0:00,S24_2360,37
,Michael,Frick,10237,79.65,04/05/04 0:00,S24_2360,26
,Dominique,Perrier,10252,65.8,5/26/2004 0:00,S24_2360,47
,Juri,Yoshido,10264,65.1,6/30/2004 0:00,S24_2360,37
,Miguel,Barajas,10276,75.49,08/02/04 0:00,S24_2360,46
,Marta,Hernandez,10285,59.56,8/27/2004 0:00,S24_2360,38
,Matti,Karttunen,10299,66.49,9/30/2004 0:00,S24_2360,33
,Jonas,Bergulfsen,10309,56.1,10/15/2004 0:00,S24_2360,24
,Kee,Kuo,10319,81.73,11/03/04 0:00,S24_2360,31
,Arnold,Cruz,10330,81.03,11/16/2004 0:00,S24_2360,42
,Georg,Pipps,10341,100,11/24/2004 0:00,S24_2360,32
,Diego,Freyre,10355,70.65,12/07/04 0:00,S24_2360,41
,Kalle,Suominen,10363,61.23,01/06/05 0:00,S24_2360,43
,Janine,Labrune,10375,100,02/03/05 0:00,S24_2360,20
,Valarie,Nelson,10390,65.13,03/04/05 0:00,S24_2360,35
,Elizabeth,Devon,10403,79.65,04/08/05 0:00,S24_2360,27
,Victoria,Ashworth,10110,78.15,3/18/2003 0:00,S24_2766,43
,Sue,King,10124,72.7,5/21/2003 0:00,S24_2766,32
,Anna,O'Hara,10148,73.6,09/11/03 0:00,S24_2766,21
,Palle,Ibsen,10161,100,10/17/2003 0:00,S24_2766,20
,Julie,King,10172,74.51,11/05/03 0:00,S24_2766,22
,Valarie,Nelson,10182,73.6,11/12/03 0:00,S24_2766,36
,Valarie,Young,10192,83.6,11/20/2003 0:00,S24_2766,46
,Jeff,Young,10204,96.32,12/02/03 0:00,S24_2766,47
,Diego,Freyre,10212,88.14,1/16/2004 0:00,S24_2766,45
,Mary,Saveley,10227,88.14,03/02/04 0:00,S24_2766,47
,Frederique,Citeaux,10241,94.5,4/13/2004 0:00,S24_2766,47
,Jeff,Young,10267,87.24,07/07/04 0:00,S24_2766,38
,Diego,Freyre,10279,79.97,08/09/04 0:00,S24_2766,49
,Wendy,Victorino,10288,80.87,09/01/04 0:00,S24_2766,35
,Elizabeth,Devon,10302,100,10/06/03 0:00,S24_2766,49
,Diego,Freyre,10311,93.6,10/16/2004 0:00,S24_2766,28
,Violeta,Benitez,10321,72.7,11/04/04 0:00,S24_2766,30
,Victoria,Ashworth,10332,86.72,11/17/2004 0:00,S24_2766,39
,Sue,King,10346,100,11/29/2004 0:00,S24_2766,25
,Valarie,Nelson,10368,100,1/19/2005 0:00,S24_2766,40
,Diego,Freyre,10380,37.5,2/16/2005 0:00,S24_2766,36
,Sue,Frick,10407,94.5,4/22/2005 0:00,S24_2766,76
,Adrian,Huxley,10420,100,5/29/2005 0:00,S24_2766,39
,Diego,Freyre,10104,39.6,1/31/2003 0:00,S24_2840,44
,Marie,Bertrand,10114,30.06,04/01/03 0:00,S24_2840,24
,Jeff,Young,10127,38.19,06/03/03 0:00,S24_2840,39
,Kalle,Suominen,10141,42.43,08/01/03 0:00,S24_2840,21
,Pirkko,Koskitalo,10151,40.31,9/21/2003 0:00,S24_2840,30
,Eric,Natividad,10165,31.82,10/22/2003 0:00,S24_2840,27
,Ann,Brown,10175,31.12,11/06/03 0:00,S24_2840,37
,Jose Pedro,Roel,10184,31.82,11/14/2003 0:00,S24_2840,42
,Steve,Frick,10195,28.29,11/25/2003 0:00,S24_2840,32
,Valarie,Franco,10207,29.7,12/09/03 0:00,S24_2840,42
,Sue,Taylor,10219,40.31,02/10/04 0:00,S24_2840,21
,Valarie,Nelson,10229,32.88,03/11/04 0:00,S24_2840,33
,Diego,Freyre,10246,36.07,05/05/04 0:00,S24_2840,49
,Wendy,Victorino,10259,33.24,6/15/2004 0:00,S24_2840,31
,Valarie,Nelson,10271,41.72,7/20/2004 0:00,S24_2840,38
,Kyung,Yu,10281,40.66,8/19/2004 0:00,S24_2840,20
,Kwai,Yu,10292,30.06,09/08/04 0:00,S24_2840,39
,Marta,Hernandez,10305,31.47,10/13/2004 0:00,S24_2840,48
,Palle,Ibsen,10314,37.13,10/22/2004 0:00,S24_2840,39
,Michael,Frick,10324,100,11/05/04 0:00,S24_2840,30
,Valarie,Nelson,10335,37.13,11/19/2004 0:00,S24_2840,33
,Jeff,Young,10349,37.13,12/01/04 0:00,S24_2840,36
,Diego,Freyre,10358,82.94,12/10/04 0:00,S24_2840,36
,Valarie,Nelson,10371,100,1/23/2005 0:00,S24_2840,45
,Diego,Freyre,10383,100,2/22/2005 0:00,S24_2840,40
,Diego,Freyre,10394,38.9,3/15/2005 0:00,S24_2840,46
,Diego,Freyre,10412,36.07,05/03/05 0:00,S24_2840,30
,Janine,Labrune,10425,33.24,5/31/2005 0:00,S24_2840,31
,Giovanni,Rovelli,10106,74.68,2/17/2003 0:00,S24_2841,49
,Georg,Pipps,10119,59.6,4/28/2003 0:00,S24_2841,41
,Dan,Lewis,10131,67.14,6/16/2003 0:00,S24_2841,35
,Wing C,Tam,10143,60.97,08/10/03 0:00,S24_2841,27
,Matti,Karttunen,10155,72.62,10/06/03 0:00,S24_2841,23
,Maria,Larsson,10167,69.88,10/23/2003 0:00,S24_2841,21
,Annette,Roulet,10178,80.84,11/08/03 0:00,S24_2841,34
,Thomas,Hardy,10186,69.2,11/14/2003 0:00,S24_2841,22
,Arnold,Cruz,10198,67.82,11/27/2003 0:00,S24_2841,48
,Michael,Chandler,10209,82.21,01/09/04 0:00,S24_2841,43
,Valarie,Thompson,10222,81.53,2/19/2004 0:00,S24_2841,32
,Kyung,Tseng,10249,67.82,05/08/04 0:00,S24_2841,20
,Diego,Freyre,10262,67.14,6/24/2004 0:00,S24_2841,24
,Allen,Nelson,10274,65.08,7/21/2004 0:00,S24_2841,40
,Jan,Klaeboe,10284,73.99,8/21/2004 0:00,S24_2841,30
,Michael,Donnermeyer,10296,71.25,9/15/2004 0:00,S24_2841,21
,Francisca,Cervantes,10307,75.36,10/14/2004 0:00,S24_2841,25
,Helen,Bennett,10316,63.71,11/01/04 0:00,S24_2841,34
,Giovanni,Rovelli,10328,58.92,11/12/04 0:00,S24_2841,48
,Akiko,Shimamura,10339,100,11/23/2004 0:00,S24_2841,55
,Ann,Brown,10351,74.68,12/03/04 0:00,S24_2841,25
,Pirkko,Koskitalo,10373,70.44,1/31/2005 0:00,S24_2841,38
,Diego,Freyre,10386,55.96,03/01/05 0:00,S24_2841,39
,Paul,Henriot,10398,57.55,3/30/2005 0:00,S24_2841,28
,Sue,Frick,10400,61.66,04/01/05 0:00,S24_2841,24
,Sean,Connery,10415,67.82,05/09/05 0:00,S24_2841,21
,Victoria,Ashworth,10110,100,3/18/2003 0:00,S24_2887,46
,Sue,King,10124,93.95,5/21/2003 0:00,S24_2887,25
,Anna,O'Hara,10148,100,09/11/03 0:00,S24_2887,34
,Palle,Ibsen,10161,100,10/17/2003 0:00,S24_2887,25
,Giovanni,Rovelli,10173,100,11/05/03 0:00,S24_2887,23
,Valarie,Nelson,10182,100,11/12/03 0:00,S24_2887,20
,Valarie,Young,10192,100,11/20/2003 0:00,S24_2887,23
,Jeff,Young,10204,100,12/02/03 0:00,S24_2887,42
,Thomas,Hardy,10213,100,1/22/2004 0:00,S24_2887,27
,Mary,Saveley,10227,100,03/02/04 0:00,S24_2887,33
,Frederique,Citeaux,10241,98.65,4/13/2004 0:00,S24_2887,28
,Jeff,Young,10267,100,07/07/04 0:00,S24_2887,43
,Diego,Freyre,10279,100,08/09/04 0:00,S24_2887,48
,Wendy,Victorino,10288,100,09/01/04 0:00,S24_2887,48
,Elizabeth,Devon,10302,100,10/06/03 0:00,S24_2887,45
,Diego,Freyre,10311,100,10/16/2004 0:00,S24_2887,43
,Victoria,Ashworth,10332,42.26,11/17/2004 0:00,S24_2887,44
,Sue,King,10346,87.24,11/29/2004 0:00,S24_2887,24
,Valarie,Nelson,10368,100,1/19/2005 0:00,S24_2887,31
,Diego,Freyre,10380,36.29,2/16/2005 0:00,S24_2887,44
,Sue,Frick,10407,98.65,4/22/2005 0:00,S24_2887,59
,Adrian,Huxley,10420,96.3,5/29/2005 0:00,S24_2887,55
,Rosa,Hernandez,10109,32.1,03/10/03 0:00,S24_2972,29
,Laurence,Lebihan,10122,30.96,05/08/03 0:00,S24_2972,39
,Valarie,Nelson,10135,35.87,07/02/03 0:00,S24_2972,20
,Allen,Nelson,10147,42.67,09/05/03 0:00,S24_2972,25
,Michael,Chandler,10160,37,10/11/03 0:00,S24_2972,42
,Jean,Fresnisre,10171,35.49,11/05/03 0:00,S24_2972,36
,Veysel,Oeztan,10181,42.67,11/12/03 0:00,S24_2972,37
,Valarie,Young,10192,30.59,11/20/2003 0:00,S24_2972,30
,Diego,Freyre,10203,37,12/02/03 0:00,S24_2972,21
,Diego,Freyre,10212,43.42,1/16/2004 0:00,S24_2972,34
,Michael,Holz,10225,36.63,2/22/2004 0:00,S24_2972,42
,Pirkko,Koskitalo,10239,44.56,04/12/04 0:00,S24_2972,20
,Elizabeth,Devon,10253,42.67,06/01/04 0:00,S24_2972,40
,Maurizio,Moroni,10266,40.4,07/06/04 0:00,S24_2972,34
,Sue,King,10278,38.89,08/06/04 0:00,S24_2972,31
,Michael,Holz,10287,39.65,8/30/2004 0:00,S24_2972,36
,Jan,Klaeboe,10301,34.36,10/05/03 0:00,S24_2972,48
,Henriette,Pfalzheim,10310,41.91,10/16/2004 0:00,S24_2972,33
,Violeta,Benitez,10321,33.23,11/04/04 0:00,S24_2972,37
,Rosa,Hernandez,10331,42.24,11/17/2004 0:00,S24_2972,27
,Peter,Ferguson,10342,40.4,11/24/2004 0:00,S24_2972,39
,Diego,Freyre,10355,38.52,12/07/04 0:00,S24_2972,36
,Julie,Young,10367,100,01/12/05 0:00,S24_2972,36
,Diego,Freyre,10378,100,02/10/05 0:00,S24_2972,41
,Valarie,Nelson,10390,100,03/04/05 0:00,S24_2972,37
,Frederique,Citeaux,10405,44.56,4/14/2005 0:00,S24_2972,47
,Georg,Pipps,10419,42.67,5/17/2005 0:00,S24_2972,15
,Jytte,Petersen,10105,72.58,02/11/03 0:00,S24_3151,44
,Georg,Pipps,10119,87.62,4/28/2003 0:00,S24_3151,35
,Ann,Brown,10129,94.71,06/12/03 0:00,S24_3151,41
,Valarie,Nelson,10142,98.25,08/08/03 0:00,S24_3151,49
,Leslie,Young,10154,91.17,10/02/03 0:00,S24_3151,31
,Maria,Larsson,10167,79.66,10/23/2003 0:00,S24_3151,20
,Jesus,Fernandez,10177,72.58,11/07/03 0:00,S24_3151,45
,Wing C,Tam,10185,74.35,11/14/2003 0:00,S24_3151,33
,Eduardo,Saavedra,10197,83.2,11/26/2003 0:00,S24_3151,47
,Mary,Saveley,10208,89.4,01/02/04 0:00,S24_3151,20
,Valarie,Thompson,10222,70.81,2/19/2004 0:00,S24_3151,47
,William,Brown,10233,94.71,3/29/2004 0:00,S24_3151,40
,Kwai,Yu,10248,100,05/07/04 0:00,S24_3151,30
,Jean,Fresnisre,10261,91.17,6/17/2004 0:00,S24_3151,22
,Catherine,Dewey,10273,100,7/21/2004 0:00,S24_3151,27
,Elizabeth,Lincoln,10283,92.94,8/20/2004 0:00,S24_3151,34
,Juri,Yoshido,10295,84.97,09/10/04 0:00,S24_3151,46
,Victoria,Ashworth,10306,84.08,10/14/2004 0:00,S24_3151,31
,Janine,Labrune,10315,86.74,10/29/2004 0:00,S24_3151,24
,Christina,Berglund,10326,85.85,11/09/04 0:00,S24_3151,41
,Akiko,Shimamura,10339,100,11/23/2004 0:00,S24_3151,55
,Diego,Freyre,10350,100,12/02/04 0:00,S24_3151,30
,Pirkko,Koskitalo,10373,57.32,1/31/2005 0:00,S24_3151,33
,Julie,Brown,10384,97.87,2/23/2005 0:00,S24_3151,43
,Valarie,Nelson,10396,83.2,3/23/2005 0:00,S24_3151,27
,Juri,Yoshido,10414,100,05/06/05 0:00,S24_3151,60
,Victoria,Ashworth,10110,73.62,3/18/2003 0:00,S24_3191,27
,Sue,King,10124,83.04,5/21/2003 0:00,S24_3191,49
,Anna,O'Hara,10148,73.62,09/11/03 0:00,S24_3191,31
,Palle,Ibsen,10161,77.05,10/17/2003 0:00,S24_3191,20
,Julie,King,10172,81.33,11/05/03 0:00,S24_3191,24
,Valarie,Nelson,10182,94.17,11/12/03 0:00,S24_3191,33
,Valarie,Young,10192,72.77,11/20/2003 0:00,S24_3191,32
,Jeff,Young,10204,79.62,12/02/03 0:00,S24_3191,40
,Diego,Freyre,10212,79.62,1/16/2004 0:00,S24_3191,27
,Mary,Saveley,10227,79.62,03/02/04 0:00,S24_3191,40
,Frederique,Citeaux,10241,81.33,4/13/2004 0:00,S24_3191,26
,Jeff,Young,10267,96.74,07/07/04 0:00,S24_3191,44
,Diego,Freyre,10279,71.06,08/09/04 0:00,S24_3191,33
,Wendy,Victorino,10288,68.49,09/01/04 0:00,S24_3191,34
,Elizabeth,Devon,10302,74.48,10/06/03 0:00,S24_3191,48
,Diego,Freyre,10311,83.04,10/16/2004 0:00,S24_3191,25
,Violeta,Benitez,10321,84.75,11/04/04 0:00,S24_3191,39
,Victoria,Ashworth,10332,34.19,11/17/2004 0:00,S24_3191,45
,Sue,King,10346,100,11/29/2004 0:00,S24_3191,24
,Valarie,Nelson,10368,79.62,1/19/2005 0:00,S24_3191,46
,Diego,Freyre,10380,79.06,2/16/2005 0:00,S24_3191,44
,Sue,Frick,10407,81.33,4/22/2005 0:00,S24_3191,13
,Adrian,Huxley,10420,96.74,5/29/2005 0:00,S24_3191,35
,Arnold,Cruz,10108,63.07,03/03/03 0:00,S24_3371,30
,Laurence,Lebihan,10122,50.21,05/08/03 0:00,S24_3371,34
,Valarie,Nelson,10135,66.13,07/02/03 0:00,S24_3371,27
,Allen,Nelson,10147,68.58,09/05/03 0:00,S24_3371,30
,Julie,Brown,10159,69.8,10/10/03 0:00,S24_3371,50
,Anna,O'Hara,10169,50.21,11/04/03 0:00,S24_3371,34
,Veysel,Oeztan,10181,65.52,11/12/03 0:00,S24_3371,23
,Henriette,Pfalzheim,10191,60.01,11/20/2003 0:00,S24_3371,48
,Diego,Freyre,10203,64.9,12/02/03 0:00,S24_3371,34
,Dominique,Perrier,10211,48.98,1/15/2004 0:00,S24_3371,48
,Michael,Holz,10225,50.21,2/22/2004 0:00,S24_3371,24
,Jytte,Petersen,10238,62.45,04/09/04 0:00,S24_3371,47
,Elizabeth,Devon,10253,52.66,06/01/04 0:00,S24_3371,24
,Maurizio,Moroni,10266,62.45,07/06/04 0:00,S24_3371,47
,Miguel,Barajas,10276,61.23,08/02/04 0:00,S24_3371,20
,Michael,Holz,10287,67.97,8/30/2004 0:00,S24_3371,20
,Roland,Keitel,10300,58.78,10/04/03 0:00,S24_3371,31
,Henriette,Pfalzheim,10310,56.94,10/16/2004 0:00,S24_3371,38
,Christina,Berglund,10320,61.23,11/03/04 0:00,S24_3371,26
,Rosa,Hernandez,10331,100,11/17/2004 0:00,S24_3371,25
,Peter,Ferguson,10342,62.45,11/24/2004 0:00,S24_3371,48
,Diego,Freyre,10355,62.45,12/07/04 0:00,S24_3371,44
,Kalle,Suominen,10363,100,01/06/05 0:00,S24_3371,21
,Diego,Freyre,10378,41.54,02/10/05 0:00,S24_3371,46
,Valarie,Nelson,10390,52.84,03/04/05 0:00,S24_3371,46
,Georg,Pipps,10419,52.66,5/17/2005 0:00,S24_3371,55
,Giovanni,Rovelli,10106,52.6,2/17/2003 0:00,S24_3420,31
,Georg,Pipps,10119,72.98,4/28/2003 0:00,S24_3420,20
,Dan,Lewis,10131,59.18,6/16/2003 0:00,S24_3420,29
,Wing C,Tam,10143,77.59,08/10/03 0:00,S24_3420,33
,Matti,Karttunen,10155,55.89,10/06/03 0:00,S24_3420,34
,Maria,Larsson,10167,63.12,10/23/2003 0:00,S24_3420,32
,Annette,Roulet,10178,73.64,11/08/03 0:00,S24_3420,27
,Thomas,Hardy,10186,69.04,11/14/2003 0:00,S24_3420,21
,Arnold,Cruz,10198,71.67,11/27/2003 0:00,S24_3420,27
,Michael,Chandler,10209,77.59,01/09/04 0:00,S24_3420,36
,Valarie,Thompson,10222,70.35,2/19/2004 0:00,S24_3420,43
,Kyung,Tseng,10249,69.7,05/08/04 0:00,S24_3420,25
,Diego,Freyre,10262,70.35,6/24/2004 0:00,S24_3420,46
,Allen,Nelson,10274,72.33,7/21/2004 0:00,S24_3420,24
,Jan,Klaeboe,10284,71.67,8/21/2004 0:00,S24_3420,39
,Michael,Donnermeyer,10296,53.92,9/15/2004 0:00,S24_3420,31
,Francisca,Cervantes,10307,71.67,10/14/2004 0:00,S24_3420,22
,Helen,Bennett,10316,76.93,11/01/04 0:00,S24_3420,47
,Giovanni,Rovelli,10328,72.98,11/12/04 0:00,S24_3420,20
,Akiko,Shimamura,10339,99.69,11/23/2004 0:00,S24_3420,29
,Ann,Brown,10351,68.38,12/03/04 0:00,S24_3420,38
,Adrian,Huxley,10361,100,12/17/2004 0:00,S24_3420,34
,Pirkko,Koskitalo,10373,66,1/31/2005 0:00,S24_3420,46
,Diego,Freyre,10386,63.76,03/01/05 0:00,S24_3420,35
,Paul,Henriot,10398,71.67,3/30/2005 0:00,S24_3420,34
,Sue,Frick,10400,57.2,04/01/05 0:00,S24_3420,38
,Sean,Connery,10415,69.7,05/09/05 0:00,S24_3420,18
,Victoria,Ashworth,10110,100,3/18/2003 0:00,S24_3432,37
,Sue,King,10124,100,5/21/2003 0:00,S24_3432,43
,Anna,O'Hara,10148,100,09/11/03 0:00,S24_3432,27
,Palle,Ibsen,10161,100,10/17/2003 0:00,S24_3432,30
,Julie,King,10172,98.51,11/05/03 0:00,S24_3432,22
,Valarie,Nelson,10182,100,11/12/03 0:00,S24_3432,49
,Valarie,Young,10192,100,11/20/2003 0:00,S24_3432,46
,Jeff,Young,10204,91.02,12/02/03 0:00,S24_3432,48
,Diego,Freyre,10212,87.81,1/16/2004 0:00,S24_3432,46
,Valarie,Thompson,10226,92.09,2/26/2004 0:00,S24_3432,48
,Frederique,Citeaux,10241,86.73,4/13/2004 0:00,S24_3432,27
,Jeff,Young,10267,100,07/07/04 0:00,S24_3432,43
,Diego,Freyre,10279,100,08/09/04 0:00,S24_3432,48
,Wendy,Victorino,10288,100,09/01/04 0:00,S24_3432,41
,Jan,Klaeboe,10301,96.37,10/05/03 0:00,S24_3432,22
,Diego,Freyre,10311,92.09,10/16/2004 0:00,S24_3432,46
,Violeta,Benitez,10321,89.95,11/04/04 0:00,S24_3432,21
,Victoria,Ashworth,10332,37.18,11/17/2004 0:00,S24_3432,31
,Sue,King,10346,95.88,11/29/2004 0:00,S24_3432,26
,Valarie,Nelson,10368,99.58,1/19/2005 0:00,S24_3432,20
,Diego,Freyre,10380,100,2/16/2005 0:00,S24_3432,34
,Sue,Frick,10407,86.73,4/22/2005 0:00,S24_3432,43
,Adrian,Huxley,10420,100,5/29/2005 0:00,S24_3432,26
,Jytte,Petersen,10105,79.67,02/11/03 0:00,S24_3816,50
,Georg,Pipps,10119,90.57,4/28/2003 0:00,S24_3816,35
,Ann,Brown,10129,77.99,06/12/03 0:00,S24_3816,50
,Wing C,Tam,10143,80.51,08/10/03 0:00,S24_3816,23
,Matti,Karttunen,10155,67.93,10/06/03 0:00,S24_3816,37
,Maria,Larsson,10167,83.86,10/23/2003 0:00,S24_3816,29
,Annette,Roulet,10178,72.12,11/08/03 0:00,S24_3816,21
,Thomas,Hardy,10186,85.54,11/14/2003 0:00,S24_3816,36
,Eduardo,Saavedra,10197,86.38,11/26/2003 0:00,S24_3816,22
,Michael,Chandler,10209,89.73,01/09/04 0:00,S24_3816,22
,Valarie,Thompson,10222,80.51,2/19/2004 0:00,S24_3816,46
,Kwai,Yu,10248,76.31,05/07/04 0:00,S24_3816,23
,Diego,Freyre,10262,87.21,6/24/2004 0:00,S24_3816,49
,Catherine,Dewey,10273,83.02,7/21/2004 0:00,S24_3816,48
,Elizabeth,Lincoln,10283,72.96,8/20/2004 0:00,S24_3816,33
,Michael,Donnermeyer,10296,77.15,9/15/2004 0:00,S24_3816,22
,Francisca,Cervantes,10307,91.41,10/14/2004 0:00,S24_3816,22
,Helen,Bennett,10316,92.25,11/01/04 0:00,S24_3816,25
,Christina,Berglund,10326,92.25,11/09/04 0:00,S24_3816,20
,Akiko,Shimamura,10339,59.36,11/23/2004 0:00,S24_3816,42
,Diego,Freyre,10350,60.34,12/02/04 0:00,S24_3816,25
,Pirkko,Koskitalo,10373,100,1/31/2005 0:00,S24_3816,23
,Valarie,Nelson,10385,85.54,2/28/2005 0:00,S24_3816,37
,Valarie,Nelson,10396,90.57,3/23/2005 0:00,S24_3816,37
,Sue,Frick,10400,72.96,04/01/05 0:00,S24_3816,42
,Juri,Yoshido,10414,76.31,05/06/05 0:00,S24_3816,51
,Arnold,Cruz,10108,100,03/03/03 0:00,S24_3856,40
,Laurence,Lebihan,10122,100,05/08/03 0:00,S24_3856,43
,Valarie,Nelson,10135,100,07/02/03 0:00,S24_3856,47
,Allen,Nelson,10147,100,09/05/03 0:00,S24_3856,23
,Michael,Chandler,10160,100,10/11/03 0:00,S24_3856,35
,Roland,Mendel,10170,100,11/04/03 0:00,S24_3856,34
,Veysel,Oeztan,10181,100,11/12/03 0:00,S24_3856,25
,Valarie,Young,10192,100,11/20/2003 0:00,S24_3856,45
,Diego,Freyre,10203,100,12/02/03 0:00,S24_3856,47
,Diego,Freyre,10212,100,1/16/2004 0:00,S24_3856,49
,Michael,Holz,10225,100,2/22/2004 0:00,S24_3856,40
